"id","city_id:id","name","code"
corregimiento_pa_12-3-3,odoopanama_org_vat.district_pa_12-3,"BAKAMA","12-3-3"
corregimiento_pa_12-3-4,odoopanama_org_vat.district_pa_12-3,"CERRO CAÑA","12-3-4"
corregimiento_pa_12-3-5,odoopanama_org_vat.district_pa_12-3,"CERRO PUERCO","12-3-5"
corregimiento_pa_12-3-6,odoopanama_org_vat.district_pa_12-3,"KRUA","12-3-6"
corregimiento_pa_12-3-7,odoopanama_org_vat.district_pa_12-3,"MARACA","12-3-7"
corregimiento_pa_12-3-8,odoopanama_org_vat.district_pa_12-3,"NIBRA","12-3-8"
corregimiento_pa_12-3-9,odoopanama_org_vat.district_pa_12-3,"PEÑA BLANCA","12-3-9"
corregimiento_pa_12-3-10,odoopanama_org_vat.district_pa_12-3,"ROKA","12-3-10"
corregimiento_pa_12-3-11,odoopanama_org_vat.district_pa_12-3,"SITIO PRADO","12-3-11"
corregimiento_pa_12-3-12,odoopanama_org_vat.district_pa_12-3,"UMANI","12-3-12"
corregimiento_pa_12-4-1,odoopanama_org_vat.district_pa_12-4,"CERRO IGLESIAS (CABECERA)","12-4-1"
corregimiento_pa_12-4-2,odoopanama_org_vat.district_pa_12-4,"HATO CHAMI","12-4-2"
corregimiento_pa_12-4-3,odoopanama_org_vat.district_pa_12-4,"JADEBERI","12-4-3"
corregimiento_pa_12-4-4,odoopanama_org_vat.district_pa_12-4,"LAJERO","12-4-4"
corregimiento_pa_12-4-5,odoopanama_org_vat.district_pa_12-4,"SUSAMA","12-4-5"
corregimiento_pa_12-5-1,odoopanama_org_vat.district_pa_12-5,"BUENOS AIRES (CABECERA)","12-5-1"
corregimiento_pa_12-5-2,odoopanama_org_vat.district_pa_12-5,"AGUA DE SALUD","12-5-2"
corregimiento_pa_12-5-3,odoopanama_org_vat.district_pa_12-5,"ALTO DE JESUS","12-5-3"
corregimiento_pa_12-5-4,odoopanama_org_vat.district_pa_12-5,"CERRO PELADO","12-5-4"
corregimiento_pa_12-5-5,odoopanama_org_vat.district_pa_12-5,"EL BALE","12-5-5"
corregimiento_pa_12-5-6,odoopanama_org_vat.district_pa_12-5,"EL PAREDON","12-5-6"
corregimiento_pa_12-5-7,odoopanama_org_vat.district_pa_12-5,"EL PIRO","12-5-7"
corregimiento_pa_12-5-8,odoopanama_org_vat.district_pa_12-5,"GUAYABITO","12-5-8"
corregimiento_pa_12-5-9,odoopanama_org_vat.district_pa_12-5,"GUIBALE","12-5-9"
corregimiento_pa_12-6-1,odoopanama_org_vat.district_pa_12-6,"BISIRA (CABECERA)","12-6-1"
corregimiento_pa_12-6-2,odoopanama_org_vat.district_pa_12-6,"BURI","12-6-2"
corregimiento_pa_12-6-3,odoopanama_org_vat.district_pa_12-6,"GUARIVIARA","12-6-3"
corregimiento_pa_12-6-4,odoopanama_org_vat.district_pa_12-6,"GUORONI","12-6-4"
corregimiento_pa_12-6-5,odoopanama_org_vat.district_pa_12-6,"KANKINTU","12-6-5"
corregimiento_pa_12-6-6,odoopanama_org_vat.district_pa_12-6,"MUNUNI","12-6-6"
corregimiento_pa_12-6-7,odoopanama_org_vat.district_pa_12-6,"PIEDRA ROJA","12-6-7"
corregimiento_pa_12-6-8,odoopanama_org_vat.district_pa_12-6,"TUWAI","12-6-8"
corregimiento_pa_12-6-9,odoopanama_org_vat.district_pa_12-6,"MAN CREEK","12-6-9"
corregimiento_pa_12-7-1,odoopanama_org_vat.district_pa_12-7,"KUSAPIN (CABECERA)","12-7-1"
corregimiento_pa_12-7-2,odoopanama_org_vat.district_pa_12-7,"BAHIA AZUL","12-7-2"
corregimiento_pa_12-7-3,odoopanama_org_vat.district_pa_12-7,"CALOVEBORA O SANTA CATALINA","12-7-3"
corregimiento_pa_12-7-4,odoopanama_org_vat.district_pa_12-7,"LOMA YUCA","12-7-4"
corregimiento_pa_12-7-5,odoopanama_org_vat.district_pa_12-7,"RIO CHIRIQUI","12-7-5"
corregimiento_pa_12-7-6,odoopanama_org_vat.district_pa_12-7,"TOBOBE","12-7-6"
corregimiento_pa_12-7-7,odoopanama_org_vat.district_pa_12-7,"VALLE BONITO","12-7-7"
corregimiento_pa_13-1-1,odoopanama_org_vat.district_pa_13-1,"ARRAIJAN (CABECERA)","13-1-1"
corregimiento_pa_13-1-2,odoopanama_org_vat.district_pa_13-1,"BURUNGA","13-1-2"
corregimiento_pa_13-1-3,odoopanama_org_vat.district_pa_13-1,"CERRO SILVESTRE","13-1-3"
corregimiento_pa_13-1-4,odoopanama_org_vat.district_pa_13-1,"JUAN DEMOSTENES AROSEMENA","13-1-4"
corregimiento_pa_13-1-5,odoopanama_org_vat.district_pa_13-1,"NUEVO EMPERADOR","13-1-5"
corregimiento_pa_13-1-6,odoopanama_org_vat.district_pa_13-1,"SANTA CLARA","13-1-6"
corregimiento_pa_13-1-7,odoopanama_org_vat.district_pa_13-1,"VERACRUZ","13-1-7"
corregimiento_pa_13-1-8,odoopanama_org_vat.district_pa_13-1,"VISTA ALEGRE","13-1-8"
corregimiento_pa_13-2-1,odoopanama_org_vat.district_pa_13-2,"CAPIRA (CABECERA)","13-2-1"
corregimiento_pa_13-2-2,odoopanama_org_vat.district_pa_13-2,"CAIMITO","13-2-2"
corregimiento_pa_13-2-3,odoopanama_org_vat.district_pa_13-2,"CAMPANA","13-2-3"
corregimiento_pa_13-2-4,odoopanama_org_vat.district_pa_13-2,"CERMEÑO","13-2-4"
corregimiento_pa_13-2-5,odoopanama_org_vat.district_pa_13-2,"CIRI DE LOS SOTOS","13-2-5"
corregimiento_pa_13-2-6,odoopanama_org_vat.district_pa_13-2,"CIRI GRANDE","13-2-6"
corregimiento_pa_13-2-7,odoopanama_org_vat.district_pa_13-2,"EL CACAO","13-2-7"
corregimiento_pa_13-2-8,odoopanama_org_vat.district_pa_13-2,"LA TRINIDAD","13-2-8"
corregimiento_pa_13-2-9,odoopanama_org_vat.district_pa_13-2,"LAS OLLAS ARRIBA","13-2-9"
corregimiento_pa_13-2-10,odoopanama_org_vat.district_pa_13-2,"LIDICE","13-2-10"
corregimiento_pa_13-2-11,odoopanama_org_vat.district_pa_13-2,"VILLA CARMEN","13-2-11"
corregimiento_pa_13-2-12,odoopanama_org_vat.district_pa_13-2,"VILLA ROSARIO","13-2-12"
corregimiento_pa_13-2-13,odoopanama_org_vat.district_pa_13-2,"SANTA ROSA","13-2-13"
corregimiento_pa_13-3-1,odoopanama_org_vat.district_pa_13-3,"CHAME (CABECERA)","13-3-1"
corregimiento_pa_13-3-2,odoopanama_org_vat.district_pa_13-3,"BEJUCO","13-3-2"
corregimiento_pa_13-3-3,odoopanama_org_vat.district_pa_13-3,"BUENOS AIRES","13-3-3"
corregimiento_pa_13-3-4,odoopanama_org_vat.district_pa_13-3,"CABUYA","13-3-4"
corregimiento_pa_13-3-5,odoopanama_org_vat.district_pa_13-3,"CHICA","13-3-5"
corregimiento_pa_13-3-6,odoopanama_org_vat.district_pa_13-3,"EL LIBANO","13-3-6"
corregimiento_pa_13-3-7,odoopanama_org_vat.district_pa_13-3,"LAS LAJAS","13-3-7"
corregimiento_pa_13-3-8,odoopanama_org_vat.district_pa_13-3,"NUEVA GORGONA","13-3-8"
corregimiento_pa_13-3-9,odoopanama_org_vat.district_pa_13-3,"PUNTA CHAME","13-3-9"
corregimiento_pa_13-3-10,odoopanama_org_vat.district_pa_13-3,"SAJALICES","13-3-10"
corregimiento_pa_13-3-11,odoopanama_org_vat.district_pa_13-3,"SORA","13-3-11"
corregimiento_pa_13-4-1,odoopanama_org_vat.district_pa_13-4,"BARRIO BALBOA","13-4-1"
corregimiento_pa_13-4-2,odoopanama_org_vat.district_pa_13-4,"BARRIO COLON","13-4-2"
corregimiento_pa_13-4-3,odoopanama_org_vat.district_pa_13-4,"AMADOR","13-4-3"
corregimiento_pa_13-4-4,odoopanama_org_vat.district_pa_13-4,"AROSEMENA","13-4-4"
corregimiento_pa_13-4-5,odoopanama_org_vat.district_pa_13-4,"EL ARADO","13-4-5"
corregimiento_pa_13-4-6,odoopanama_org_vat.district_pa_13-4,"EL COCO","13-4-6"
corregimiento_pa_13-4-7,odoopanama_org_vat.district_pa_13-4,"FEUILLET","13-4-7"
corregimiento_pa_13-4-8,odoopanama_org_vat.district_pa_13-4,"GUADALUPE","13-4-8"
corregimiento_pa_13-4-9,odoopanama_org_vat.district_pa_13-4,"HERRERA","13-4-9"
corregimiento_pa_13-4-10,odoopanama_org_vat.district_pa_13-4,"HURTADO","13-4-10"
corregimiento_pa_13-4-11,odoopanama_org_vat.district_pa_13-4,"ITURRALDE","13-4-11"
corregimiento_pa_13-4-12,odoopanama_org_vat.district_pa_13-4,"LA REPRESA","13-4-12"
corregimiento_pa_13-4-13,odoopanama_org_vat.district_pa_13-4,"LOS DIAZ","13-4-13"
corregimiento_pa_13-4-14,odoopanama_org_vat.district_pa_13-4,"MENDOZA","13-4-14"
corregimiento_pa_13-4-15,odoopanama_org_vat.district_pa_13-4,"OBALDIA","13-4-15"
corregimiento_pa_13-4-16,odoopanama_org_vat.district_pa_13-4,"PLAYA LEONA","13-4-16"
corregimiento_pa_13-4-17,odoopanama_org_vat.district_pa_13-4,"PUERTO CAIMITO","13-4-17"
corregimiento_pa_13-4-18,odoopanama_org_vat.district_pa_13-4,"SANTA RITA","13-4-18"
corregimiento_pa_13-5-1,odoopanama_org_vat.district_pa_13-5,"SAN CARLOS (CABECERA)","13-5-1"
corregimiento_pa_13-5-2,odoopanama_org_vat.district_pa_13-5,"EL ESPINO","13-5-2"
corregimiento_pa_13-5-3,odoopanama_org_vat.district_pa_13-5,"EL HIGO","13-5-3"
corregimiento_pa_13-5-4,odoopanama_org_vat.district_pa_13-5,"GUAYABITO","13-5-4"
corregimiento_pa_13-5-5,odoopanama_org_vat.district_pa_13-5,"LA ERMITA","13-5-5"
corregimiento_pa_13-5-6,odoopanama_org_vat.district_pa_13-5,"LA LAGUNA","13-5-6"
corregimiento_pa_13-5-7,odoopanama_org_vat.district_pa_13-5,"LAS UVAS","13-5-7"
corregimiento_pa_13-5-8,odoopanama_org_vat.district_pa_13-5,"LOS LLANITOS","13-5-8"
corregimiento_pa_13-5-9,odoopanama_org_vat.district_pa_13-5,"SAN JOSE","13-5-9"
